event_id,start_time,asset_name,timestamps (in ms),Vab,Vbc,Vca,Ia,Ib,Ic,asset_name,datetime
,,,0.025657722,-2549.113525,9384.907227,-7123.799316,-216.3462219,331.6416626,-88.1496048,Site0006,10/18/2005 23:07:40.5540
,,,0.025787965,-2996.762695,9521.280273,-6751.475098,-222.4924316,324.2990417,-68.56079865,Site0006,10/18/2005 23:07:40.5540
,,,0.025918207,-3419.54248,9682.447266,-6416.383789,-232.326355,316.9564209,-51.42060089,Site0006,10/18/2005 23:07:40.5540
,,,0.026048449,-3829.887695,9744.43457,-6056.470215,-238.4725494,309.6138306,-33.05609894,Site0006,10/18/2005 23:07:40.5540
,,,0.026178691,-4265.102051,9794.025391,-5659.324707,-244.6187439,301.0474243,-15.91590023,Site0006,10/18/2005 23:07:40.5540
,,,0.026308934,-4687.881836,9806.422852,-5237.357422,-250.7649536,291.2572632,4.897200108,Site0006,10/18/2005 23:07:40.5540
,,,0.026439176,-5123.096191,9806.422852,-4815.390625,-256.9111328,281.4671021,24.48600006,Site0006,10/18/2005 23:07:40.5540
,,,0.026569418,-5533.441406,9769.230469,-4381.012207,-263.0573425,270.453186,45.29910278,Site0006,10/18/2005 23:07:40.5540
,,,0.02669966,-5931.352051,9756.833008,-3921.812744,-269.2035522,258.2154846,66.11219788,Site0006,10/18/2005 23:07:40.5540
,,,0.026829903,-6242.219238,9719.639648,-3450.202393,-274.1205139,247.2015381,83.25240326,Site0006,10/18/2005 23:07:40.5540
,,,0.026960145,-6565.521484,9620.459961,-2953.770508,-276.5789795,232.5163116,100.392601,Site0006,10/18/2005 23:07:40.5540
,,,0.027090387,-6876.38916,9521.280273,-2420.105957,-280.2666931,217.8310699,116.3085022,Site0006,10/18/2005 23:07:40.5540
,,,0.027220629,-7224.560547,9397.304688,-1861.619995,-283.9544373,200.698288,129.7758026,Site0006,10/18/2005 23:07:40.5540
,,,0.027350872,-7510.558594,9273.330078,-1365.187988,-286.4129028,186.0130463,142.0187988,Site0006,10/18/2005 23:07:40.5540
,,,0.027481114,-7796.557129,9074.969727,-856.3452148,-290.1006165,168.8802643,153.0375061,Site0006,10/18/2005 23:07:40.5540
,,,0.027611356,-8045.250977,8889.007813,-359.913208,-291.3298645,154.1950226,161.607605,Site0006,10/18/2005 23:07:40.5540
,,,0.027741598,-8331.249023,8616.262695,148.9295959,-290.1006165,137.0622406,171.4020081,Site0006,10/18/2005 23:07:40.5540
,,,0.027871841,-8567.508789,8380.709961,645.3615723,-288.8713989,119.9294586,177.5234985,Site0006,10/18/2005 23:07:40.5540
,,,0.028002083,-8841.071289,8132.760254,1154.204346,-283.9544373,101.5729141,184.8693085,Site0006,10/18/2005 23:07:40.5540
,,,0.028132325,-9040.027344,7860.015137,1638.225586,-282.7251892,84.44013214,190.990799,Site0006,10/18/2005 23:07:40.5540
,,,0.028262567,-9226.547852,7550.077637,2072.603516,-277.8082275,67.30735016,197.1123047,Site0006,10/18/2005 23:07:40.5540
,,,0.02839281,-9413.068359,7215.345215,2531.803223,-271.6620178,48.95080185,202.0095062,Site0006,10/18/2005 23:07:40.5540
,,,0.028523052,-9574.71875,6855.817383,2991.002686,-264.2865906,33.04179001,205.6824036,Site0006,10/18/2005 23:07:40.5540
,,,0.028653294,-9711.500977,6521.084961,3425.380859,-256.9111328,15.90900993,213.0281982,Site0006,10/18/2005 23:07:40.5540
,,,0.028783536,-9786.109375,6149.160156,3834.937256,-250.7649536,-1.223770022,219.149704,Site0006,10/18/2005 23:07:40.5540
,,,0.028913779,-9860.716797,5802.029785,4244.493652,-242.1602631,-18.35655022,225.2712097,Site0006,10/18/2005 23:07:40.5540
,,,0.029044021,-9885.586914,5392.912598,4666.460938,-233.5555878,-31.81801987,231.3927002,Site0006,10/18/2005 23:07:40.5540
,,,0.029174263,-9873.151367,4971.397461,5076.01709,-224.9509125,-48.95080185,237.5142059,Site0006,10/18/2005 23:07:40.5540
,,,0.029304505,-9873.151367,4512.689941,5473.162598,-217.57547,-67.30735016,243.6357117,Site0006,10/18/2005 23:07:40.5540
,,,0.029434748,-9860.716797,4091.175049,5820.665039,-208.9707947,-83.216362,250.9815063,Site0006,10/18/2005 23:07:40.5540
,,,0.02956499,-9786.109375,3607.672607,6168.16748,-200.3661041,-99.12537384,258.327301,Site0006,10/18/2005 23:07:40.5540
,,,0.029695232,-9723.935547,3148.965088,6466.026855,-191.7614288,-113.8106155,263.2245178,Site0006,10/18/2005 23:07:40.5540
,,,0.029825474,-9624.458008,2628.27002,6801.118164,-180.6982727,-127.2720795,270.5703125,Site0006,10/18/2005 23:07:40.5540
,,,0.029955717,-9512.545898,2119.972412,7123.799316,-168.4058685,-140.733551,276.691803,Site0006,10/18/2005 23:07:40.5540
,,,0.030085959,-9375.763672,1599.277466,7446.47998,-157.3427124,-151.7474823,284.0375977,Site0006,10/18/2005 23:07:40.5540
,,,0.030216201,-9214.112305,1128.172485,7719.517578,-145.0503082,-165.2089539,291.3833923,Site0006,10/18/2005 23:07:40.5540
,,,0.030346443,-9015.157227,644.6699829,7967.733398,-132.7579193,-174.999115,295.0563049,Site0006,10/18/2005 23:07:40.5540
,,,0.030476686,-8778.898438,148.7700043,8240.771484,-116.7777939,-184.7892761,296.2806091,Site0006,10/18/2005 23:07:40.5540
,,,0.030606928,-8530.204102,-359.5274963,8464.166016,-102.0269165,-195.8032074,299.9535217,Site0006,10/18/2005 23:07:40.5540
,,,0.03073717,-8293.945313,-855.4274902,8724.791992,-84.81755829,-206.8171387,299.9535217,Site0006,10/18/2005 23:07:40.5540
,,,0.030867412,-8032.816406,-1326.532471,8960.597656,-70.06667328,-215.3835297,299.9535217,Site0006,10/18/2005 23:07:40.5540
,,,0.030997655,-7721.94873,-1797.637451,9159.169922,-51.62807846,-225.1736908,297.5049133,Site0006,10/18/2005 23:07:40.5540
,,,0.031127897,-7411.081055,-2231.550049,9357.743164,-36.87719727,-234.9638367,296.2806091,Site0006,10/18/2005 23:07:40.5540
,,,0.031258139,-7050.475098,-2690.257568,9494.261719,-19.66783905,-244.7539978,292.6076965,Site0006,10/18/2005 23:07:40.5540
,,,0.031388381,-6677.434082,-3136.567627,9643.191406,-2.458479881,-253.3203888,288.9348145,Site0006,10/18/2005 23:07:40.5540
,,,0.031518624,-6329.262207,-3570.47998,9742.477539,13.52163887,-263.1105652,282.8132935,Site0006,10/18/2005 23:07:40.5540
,,,0.031648866,-5981.09082,-3979.597412,9816.942383,27.04327774,-271.6769409,279.1404114,Site0006,10/18/2005 23:07:40.5540
,,,0.031779108,-5583.180176,-4401.112305,9829.353516,41.79415894,-279.0195618,273.0189209,Site0006,10/18/2005 23:07:40.5540
,,,0.03190935,-5160.400391,-4859.819824,9829.353516,56.54503632,-285.1384277,268.1217041,Site0006,10/18/2005 23:07:40.5540
,,,0.032039593,-4737.620605,-5256.540039,9816.942383,72.52515411,-291.2572632,260.7759094,Site0006,10/18/2005 23:07:40.5540
,,,0.032169835,-4289.97168,-5653.260254,9816.942383,88.50527954,-301.0474243,254.6544037,Site0006,10/18/2005 23:07:40.5540
,,,0.032300077,-3817.452881,-6025.185059,9754.888672,102.0269165,-307.1662903,247.308609,Site0006,10/18/2005 23:07:40.5540
,,,0.032430319,-3369.803711,-6335.122559,9680.423828,115.5485535,-313.2851257,241.1871033,Site0006,10/18/2005 23:07:40.5540
,,,0.032560562,-2859.980957,-6632.662598,9581.137695,126.6117172,-318.1802063,232.6170044,Site0006,10/18/2005 23:07:40.5540
,,,0.032690804,-2337.723633,-6954.997559,9457.029297,138.9041138,-323.0752869,222.8226013,Site0006,10/18/2005 23:07:40.5540
,,,0.032821046,-1790.596802,-7302.127441,9320.510742,149.9672699,-329.1941223,213.0281982,Site0006,10/18/2005 23:07:40.5540
,,,0.032951288,-1342.947632,-7574.872559,9171.581055,158.5719452,-335.3129883,203.2338104,Site0006,10/18/2005 23:07:40.5540
,,,0.033081531,-833.1248779,-7860.015137,8973.008789,167.1766357,-338.9842834,192.2151031,Site0006,10/18/2005 23:07:40.5540
,,,0.033211773,-348.1716003,-8107.964844,8724.791992,174.5520782,-341.4318237,179.9721069,Site0006,10/18/2005 23:07:40.5540
,,,0.033342015,174.0858002,-8368.3125,8488.987305,183.1567535,-342.6556091,166.5048065,Site0006,10/18/2005 23:07:40.5540
,,,0.033472257,634.1696777,-8591.467773,8253.181641,189.302948,-342.6556091,153.0375061,Site0006,10/18/2005 23:07:40.5540
,,,0.033602499,1156.427124,-8839.417969,8004.96582,196.6783905,-343.879364,137.1215973,Site0006,10/18/2005 23:07:40.5540
,,,0.033732742,1641.380371,-9074.969727,7719.517578,204.053833,-342.6556091,121.2057037,Site0006,10/18/2005 23:07:40.5540
,,,0.033862984,2076.594971,-9223.740234,7409.247559,208.9707947,-338.9842834,105.2898026,Site0006,10/18/2005 23:07:40.5540
,,,0.033993226,2536.678711,-9422.099609,7061.745117,216.3462219,-334.0892029,88.1496048,Site0006,10/18/2005 23:07:40.5540
,,,0.034123468,2996.762695,-9558.472656,6689.421387,223.7216644,-327.9703674,68.56079865,Site0006,10/18/2005 23:07:40.5540
,,,0.034253711,3419.54248,-9707.242188,6354.32959,231.0971069,-321.8515015,48.97200012,Site0006,10/18/2005 23:07:40.5540
,,,0.034383953,3817.452881,-9769.230469,5982.005371,238.4725494,-314.5088806,31.83180046,Site0006,10/18/2005 23:07:40.5540
,,,0.034514195,4252.66748,-9831.217773,5609.681641,244.6187439,-303.4949646,13.46730042,Site0006,10/18/2005 23:07:40.5540
,,,0.034644437,4687.881836,-9831.217773,5187.714355,251.9941864,-294.9285889,-6.121500015,Site0006,10/18/2005 23:07:40.5540
,,,0.03477468,5123.096191,-9831.217773,4753.336426,256.9111328,-283.9146423,-25.71030045,Site0006,10/18/2005 23:07:40.5540
,,,0.034904922,5508.572266,-9806.422852,4331.369141,263.0573425,-271.6769409,-46.52339935,Site0006,10/18/2005 23:07:40.5540
,,,0.035035164,5918.916992,-9794.025391,3859.758789,269.2035522,-261.8867798,-67.33650208,Site0006,10/18/2005 23:07:40.5540
,,,0.035165406,6242.219238,-9732.037109,3400.559082,274.1205139,-249.6490784,-84.47669983,Site0006,10/18/2005 23:07:40.5540
,,,0.035295649,6553.086914,-9645.254883,2854.483887,277.8082275,-233.7400818,-102.8412018,Site0006,10/18/2005 23:07:40.5540
,,,0.035425891,6876.38916,-9533.677734,2345.641113,280.2666931,-219.0548401,-117.5328064,Site0006,10/18/2005 23:07:40.5540
,,,0.035556133,7224.560547,-9409.702148,1787.155151,285.1836548,-203.1458282,-132.2243958,Site0006,10/18/2005 23:07:40.5540
,,,0.035686375,7498.124023,-9285.727539,1278.312378,287.6421509,-187.2368164,-143.243103,Site0006,10/18/2005 23:07:40.5540
,,,0.035816618,7796.557129,-9087.367188,781.8803711,288.8713989,-171.3278046,-155.4860992,Site0006,10/18/2005 23:07:40.5540
,,,0.03594686,8045.250977,-8901.405273,297.8591919,290.1006165,-155.4187927,-162.8319092,Site0006,10/18/2005 23:07:40.5540
,,,0.036077102,8318.814453,-8653.455078,-210.9835968,290.1006165,-140.733551,-170.1777039,Site0006,10/18/2005 23:07:40.5540
,,,0.036207344,8555.073242,-8417.902344,-707.4155884,287.6421509,-122.3769989,-177.5234985,Site0006,10/18/2005 23:07:40.5540
,,,0.036337587,8816.202148,-8157.555176,-1179.026001,287.6421509,-104.0204544,-184.8693085,Site0006,10/18/2005 23:07:40.5540
,,,0.036467829,9040.027344,-7884.810059,-1687.868774,282.7251892,-86.88767242,-190.990799,Site0006,10/18/2005 23:07:40.5540
,,,0.036598071,9214.112305,-7574.872559,-2122.246826,277.8082275,-69.75489044,-194.6637115,Site0006,10/18/2005 23:07:40.5540
,,,0.036728313,9425.50293,-7240.140137,-2581.446289,271.6620178,-51.39834213,-202.0095062,Site0006,10/18/2005 23:07:40.5540
,,,0.036858556,9562.28418,-6880.612305,-3028.235107,264.2865906,-35.48933029,-206.9067078,Site0006,10/18/2005 23:07:40.5540
,,,0.036988798,9711.500977,-6545.879883,-3462.613281,258.1403809,-17.13278008,-214.2525024,Site0006,10/18/2005 23:07:40.5540
,,,0.03711904,9773.673828,-6173.955078,-3872.169678,248.3064728,0,-217.9253998,Site0006,10/18/2005 23:07:40.5540
,,,0.037249282,9848.282227,-5826.825195,-4281.726074,240.9310303,15.90900993,-225.2712097,Site0006,10/18/2005 23:07:40.5540
,,,0.037379525,9873.151367,-5417.70752,-4703.693359,233.5555878,30.59424973,-231.3927002,Site0006,10/18/2005 23:07:40.5540
,,,0.037509767,9860.716797,-4996.192383,-5113.249512,226.1801453,47.72703171,-237.5142059,Site0006,10/18/2005 23:07:40.5540
,,,0.037640009,9860.716797,-4549.882324,-5522.806152,217.57547,66.08358002,-244.8600006,Site0006,10/18/2005 23:07:40.5540
,,,0.037770251,9848.282227,-4115.970215,-5882.719238,208.9707947,81.99259186,-250.9815063,Site0006,10/18/2005 23:07:40.5540
,,,0.037900494,9786.109375,-3644.86499,-6230.22168,200.3661041,97.9016037,-258.327301,Site0006,10/18/2005 23:07:40.5540
,,,0.038030736,9711.500977,-3186.157471,-6515.669922,191.7614288,112.5868454,-265.6730957,Site0006,10/18/2005 23:07:40.5540
,,,0.038160978,9612.023438,-2640.66748,-6838.350586,179.4690247,126.0483093,-271.7946167,Site0006,10/18/2005 23:07:40.5540
,,,0.03829122,9487.675781,-2157.165039,-7173.442383,168.4058685,138.2860107,-279.1404114,Site0006,10/18/2005 23:07:40.5540
,,,0.038421463,9350.894531,-1624.07251,-7483.712402,157.3427124,151.7474823,-285.2619019,Site0006,10/18/2005 23:07:40.5540
,,,0.038551705,9201.677734,-1152.967529,-7769.160645,145.0503082,163.9851837,-291.3833923,Site0006,10/18/2005 23:07:40.5540
,,,0.038681947,9002.722656,-669.4650269,-8017.376953,131.5286713,173.7753448,-296.2806091,Site0006,10/18/2005 23:07:40.5540
,,,0.038812189,8766.463867,-185.9624939,-8302.825195,116.7777939,184.7892761,-298.7292175,Site0006,10/18/2005 23:07:40.5540
,,,0.038942432,8530.204102,334.7325134,-8538.630859,100.7976761,195.8032074,-299.9535217,Site0006,10/18/2005 23:07:40.5540
,,,0.039072674,8281.509766,830.6325073,-8811.667969,86.04679871,205.5933685,-302.4020996,Site0006,10/18/2005 23:07:40.5540
,,,0.039202916,8020.381348,1301.737549,-9035.0625,68.83743286,216.6072998,-303.6264038,Site0006,10/18/2005 23:07:40.5540
,,,0.039333158,7721.94873,1772.842529,-9221.224609,51.62807846,225.1736908,-299.9535217,Site0006,10/18/2005 23:07:40.5540
,,,0.039463401,7411.081055,2206.755127,-9394.975586,36.87719727,234.9638367,-298.7292175,Site0006,10/18/2005 23:07:40.5540
,,,0.039593643,7050.475098,2677.860107,-9556.316406,19.66783905,243.5302277,-295.0563049,Site0006,10/18/2005 23:07:40.5540
,,,0.039723885,6664.999023,3136.567627,-9692.834961,2.458479881,250.8728485,-290.1591187,Site0006,10/18/2005 23:07:40.5540
,,,0.039854127,6316.827637,3570.47998,-9792.121094,-13.52163887,260.6630249,-285.2619019,Site0006,10/18/2005 23:07:40.5540
,,,0.03998437,5956.221191,3979.597412,-9854.174805,-28.27251816,269.2294006,-281.5890198,Site0006,10/18/2005 23:07:40.5540
,,,0.040114612,5583.180176,4388.714844,-9878.99707,-44.25263977,277.7958069,-274.2431946,Site0006,10/18/2005 23:07:40.5540
,,,0.040244854,5147.96582,4835.024902,-9878.99707,-59.00351715,283.9146423,-269.3460083,Site0006,10/18/2005 23:07:40.5540
,,,0.040375096,4725.186035,5231.745117,-9878.99707,-73.75439453,290.0335083,-262.0002136,Site0006,10/18/2005 23:07:40.5540
,,,0.040505339,4289.97168,5640.862305,-9866.585938,-89.73451233,298.599884,-255.8787079,Site0006,10/18/2005 23:07:40.5540
,,,0.040635581,3792.583496,5987.992676,-9804.532227,-103.2561569,304.71875,-249.7572021,Site0006,10/18/2005 23:07:40.5540
,,,0.040765823,3344.934326,6310.327637,-9742.477539,-116.7777939,310.8375854,-243.6357117,Site0006,10/18/2005 23:07:40.5540
,,,0.040896065,2835.111572,6595.470215,-9643.191406,-127.8409576,315.732666,-233.8413086,Site0006,10/18/2005 23:07:40.5540
,,,0.041026308,2325.288818,6917.805176,-9506.672852,-140.1333466,320.6277466,-224.0469055,Site0006,10/18/2005 23:07:40.5540
,,,0.04115655,1778.162109,7277.33252,-9382.564453,-149.9672699,326.746582,-214.2525024,Site0006,10/18/2005 23:07:40.5540
,,,0.041286792,1318.078247,7562.475098,-9233.634766,-159.8011932,331.6416626,-203.2338104,Site0006,10/18/2005 23:07:40.5540
,,,0.041417034,820.6901855,7822.822754,-9022.651367,-167.1766357,336.5367432,-193.4394073,Site0006,10/18/2005 23:07:40.5540
,,,0.041547277,335.736908,8083.169922,-8799.256836,-174.5520782,338.9842834,-183.6450043,Site0006,10/18/2005 23:07:40.5540
,,,0.041677519,-174.0858002,8343.517578,-8551.041016,-181.9275055,340.2080688,-167.7291107,Site0006,10/18/2005 23:07:40.5540
,,,0.041807761,-659.0391235,8566.672852,-8315.236328,-189.302948,338.9842834,-154.2618103,Site0006,10/18/2005 23:07:40.5540
,,,0.041938003,-1168.861816,8814.62207,-8042.198242,-196.6783905,340.2080688,-139.5702057,Site0006,10/18/2005 23:07:40.5540
,,,0.042068245,-1653.815063,9037.777344,-7769.160645,-204.053833,337.7605286,-122.4300003,Site0006,10/18/2005 23:07:40.5540
,,,0.042198488,-2089.029541,9198.945313,-7458.890625,-210.2000275,336.5367432,-106.5140991,Site0006,10/18/2005 23:07:40.5540
,,,0.04232873,-2549.113525,9384.907227,-7123.799316,-217.57547,330.4179077,-86.9253006,Site0006,10/18/2005 23:07:40.5540
,,,0.042458972,-2996.762695,9521.280273,-6739.064453,-224.9509125,324.2990417,-69.78510284,Site0006,10/18/2005 23:07:40.5540
,,,0.042589214,-3431.977295,9694.844727,-6416.383789,-231.0971069,316.9564209,-51.42060089,Site0006,10/18/2005 23:07:40.5540
,,,0.042719457,-3842.322266,9732.037109,-6044.05957,-237.2433014,310.8375854,-33.05609894,Site0006,10/18/2005 23:07:40.5540
,,,0.042849699,-4265.102051,9794.025391,-5646.914063,-245.8479919,301.0474243,-15.91590023,Site0006,10/18/2005 23:07:40.5540
,,,0.042979941,-4700.316406,9794.025391,-5237.357422,-251.9941864,291.2572632,3.6729002,Site0006,10/18/2005 23:07:40.5540
,,,0.043110183,-5110.661621,9794.025391,-4815.390625,-256.9111328,281.4671021,24.48600006,Site0006,10/18/2005 23:07:40.5540
,,,0.043240426,-5533.441406,9769.230469,-4381.012207,-263.0573425,270.453186,45.29910278,Site0006,10/18/2005 23:07:40.5540
,,,0.043370668,-4339.710449,7178.152344,-4381.012207,-325.7485962,334.0892029,62.43930054,Site0006,10/18/2005 23:07:40.5540
,,,0.04350091,-4551.100098,7698.847656,-3561.899658,-409.3369141,428.319519,77.13090515,Site0006,10/18/2005 23:07:40.5540
,,,0.043631152,-5719.961914,7959.194824,-3288.862061,-499.0714111,521.3260498,89.37390137,Site0006,10/18/2005 23:07:40.5540
,,,0.043761395,-5744.831543,7884.810059,-2569.035645,-576.5135498,588.6333618,107.7384033,Site0006,10/18/2005 23:07:40.5540
,,,0.043891637,-6142.741699,7996.387695,-1923.67395,-655.1848755,655.9407349,122.4300003,Site0006,10/18/2005 23:07:40.5540
,,,0.044021879,-6229.784668,8021.182617,-1439.652832,-728.93927,712.2341309,139.5702057,Site0006,10/18/2005 23:07:40.5540
,,,0.044152121,-6329.262207,7922.002441,-819.112793,-806.3814087,763.6325073,154.2618103,Site0006,10/18/2005 23:07:40.5540
,,,0.044282364,-6490.913574,7922.002441,-210.9835968,-886.2819824,815.0308228,162.8319092,Site0006,10/18/2005 23:07:40.5540
,,,0.044412606,-6689.868652,7810.424805,359.913208,-964.9533691,859.0865479,173.8506012,Site0006,10/18/2005 23:07:40.5540
,,,0.044542848,-6926.12793,7649.257324,930.8099976,-1042.395508,897.0234375,181.1964111,Site0006,10/18/2005 23:07:40.5540
,,,0.04467309,-7162.387207,7574.872559,1452.063599,-1116.149902,928.8414307,189.76651,Site0006,10/18/2005 23:07:40.5540
,,,0.044803333,-7411.081055,7525.282715,1253.490845,-1186.216553,949.6455078,209.3553009,Site0006,10/18/2005 23:07:40.5540
,,,0.044933575,-7709.51416,7326.922363,1600.993164,-1253.824707,955.7644043,246.0843048,Site0006,10/18/2005 23:07:40.5540
,,,0.045063817,-8082.555176,7103.767578,1960.906372,-1312.828247,950.8693237,290.1591187,Site0006,10/18/2005 23:07:40.5540
,,,0.045194059,-8368.552734,6893.010254,2295.998047,-1365.685547,937.4078369,340.3554077,Site0006,10/18/2005 23:07:40.5540
,,,0.045324302,-8704.290039,6744.240234,2581.446289,-1411.16748,912.9324341,396.6732178,Site0006,10/18/2005 23:07:40.5540
,,,0.045454544,-8965.418945,6496.290039,2780.019287,-1448.044678,876.2193604,462.7854004,Site0006,10/18/2005 23:07:40.5540
,,,0.045584786,-9189.243164,6310.327637,3028.235107,-1475.087891,827.2685547,533.7947998,Site0006,10/18/2005 23:07:40.5540
,,,0.045715028,-9363.329102,6111.967285,3288.862061,-1494.755737,766.0800171,613.3743286,Site0006,10/18/2005 23:07:40.5540
,,,0.045845271,-9549.849609,5802.029785,3512.256348,-1507.048218,693.8776245,700.2996216,Site0006,10/18/2005 23:07:40.5540
,,,0.045975513,-9723.935547,5479.694824,3748.061523,-1509.506592,610.6612549,795.7950439,Site0006,10/18/2005 23:07:40.5540
,,,0.046105755,-9860.716797,5169.757324,3959.045166,-1508.277466,517.6547241,898.6362305,Site0006,10/18/2005 23:07:40.5540
,,,0.046235997,-9922.890625,4785.435059,4157.618164,-1499.672729,420.9768982,1005.15033,Site0006,10/18/2005 23:07:40.5540
,,,0.04636624,-9972.629883,4363.919922,4343.779785,-1488.609619,319.4039612,1116.561646,Site0006,10/18/2005 23:07:40.5540
,,,0.046496482,-9997.499023,3830.827393,4529.941895,-1468.941772,214.1597595,1230.421509,Site0006,10/18/2005 23:07:40.5540
,,,0.046626724,-10009.93359,3272.939941,4728.514648,-1449.273926,110.1393051,1346.72998,Site0006,10/18/2005 23:07:40.5540
,,,0.046756966,-10022.36816,2566.282471,4889.85498,-1424.689087,9.790160179,1467.935791,Site0006,10/18/2005 23:07:40.5540
,,,0.046887209,-10034.80273,1834.829956,5026.374023,-1397.645752,-85.66390228,1586.692871,Site0006,10/18/2005 23:07:40.5540
,,,0.047017451,-10009.93359,1066.185059,5138.071289,-1368.144043,-168.8802643,1705.449951,Site0006,10/18/2005 23:07:40.5540
,,,0.047147693,-9972.629883,247.9499969,5262.179199,-1336.183838,-239.8589172,1820.53418,Site0006,10/18/2005 23:07:40.5540
,,,0.047277935,-9860.716797,-533.0925293,5373.876465,-1299.306641,-299.8236694,1934.394043,Site0006,10/18/2005 23:07:40.5540
,,,0.047408178,-9761.239258,-1239.75,5535.216797,-1263.658691,-353.6695251,2048.253906,Site0006,10/18/2005 23:07:40.5540
,,,0.04753842,-9624.458008,-1884.420044,5659.324707,-1223.09375,-401.3965759,2160.889648,Site0006,10/18/2005 23:07:40.5540
,,,0.047668662,-9450.37207,-2491.897461,5795.84375,-1180.070313,-443.0047607,2272.300781,Site0006,10/18/2005 23:07:40.5540
,,,0.047798904,-9238.982422,-3037.387451,5919.95166,-1135.817749,-480.9416199,2378.814941,Site0006,10/18/2005 23:07:40.5540
,,,0.047929147,-8977.853516,-3582.877441,6044.05957,-1087.877319,-517.6547241,2482.880371,Site0006,10/18/2005 23:07:40.5540
,,,0.048059389,-8729.15918,-4103.572754,6192.989258,-1035.02002,-551.9202881,2584.497314,Site0006,10/18/2005 23:07:40.5540
,,,0.048189631,-8380.988281,-4611.870117,6317.097168,-982.1627197,-583.7382813,2687.338623,Site0006,10/18/2005 23:07:40.5540
,,,0.048319873,-8020.381348,-5058.180176,6453.616211,-931.763855,-611.8850098,2782.833984,Site0006,10/18/2005 23:07:40.5540
,,,0.048450116,-7535.428223,-5492.092285,6552.902344,-882.5942993,-636.3604126,2874.656494,Site0006,10/18/2005 23:07:40.5540
,,,0.048580358,-6814.21582,-5851.620117,6677.010254,-840.8001099,-657.1644897,2966.479004,Site0006,10/18/2005 23:07:40.5540
,,,0.0487106,-5894.047852,-6111.967285,6801.118164,-812.5275879,-675.5210571,3057.077148,Site0006,10/18/2005 23:07:40.5540
,,,0.048840842,-4899.271973,-6285.532715,6937.637207,-803.9229126,-697.5488892,3152.57251,Site0006,10/18/2005 23:07:40.5540
,,,0.048971085,-3817.452881,-6421.904785,7061.745117,-818.6738281,-718.3530273,3250.516602,Site0006,10/18/2005 23:07:40.5540
,,,0.049101327,-2872.415771,-6595.470215,7148.620605,-855.5510254,-735.4857788,3349.684814,Site0006,10/18/2005 23:07:40.5540
,,,0.049231569,-2089.029541,-6831.022461,7123.799316,-908.4083252,-752.6185913,3448.853271,Site0006,10/18/2005 23:07:40.5540
,,,0.049361811,-1566.772217,-7165.754883,7049.334473,-962.494873,-767.303833,3543.124268,Site0006,10/18/2005 23:07:40.5540
,,,0.049492054,-1218.600586,-7537.680176,6863.172363,-1012.893738,-783.2128296,3633.722412,Site0006,10/18/2005 23:07:40.5540
,,,0.049622296,-982.3413086,-7884.810059,6614.956543,-1057.146362,-801.5693359,3726.769287,Site0006,10/18/2005 23:07:40.5540
,,,0.049752538,-783.3861084,-8231.94043,6279.864746,-1089.106567,-821.1496582,3817.367432,Site0006,10/18/2005 23:07:40.5540
,,,0.04988278,-559.5615234,-8591.467773,5919.95166,-1111.23291,-840.7299805,3907.965576,Site0006,10/18/2005 23:07:40.5540
,,,0.050013022,-198.9552002,-8901.405273,5584.859863,-1129.671509,-860.3103027,3998.563965,Site0006,10/18/2005 23:07:40.5540
,,,0.050143265,236.2593079,-9149.355469,5336.644043,-1143.193115,-877.4431152,4086.713379,Site0006,10/18/2005 23:07:40.5540
,,,0.050273507,770.951416,-9372.509766,5150.481934,-1156.714844,-895.7996826,4173.638672,Site0006,10/18/2005 23:07:40.5540
,,,0.050403749,1255.904663,-9558.472656,4976.730957,-1167.777954,-911.7086792,4251.994141,Site0006,10/18/2005 23:07:40.5540
,,,0.050533991,1653.815063,-9694.844727,4827.80127,-1178.841064,-925.170166,4324.227539,Site0006,10/18/2005 23:07:40.5540
,,,0.050664234,1989.552002,-9831.217773,4666.460938,-1182.528809,-938.6315918,4385.442871,Site0006,10/18/2005 23:07:40.5540
,,,0.050794476,2250.680664,-9955.192383,4455.477051,-1175.153442,-949.6455078,4431.966309,Site0006,10/18/2005 23:07:40.5540
,,,0.050924718,2412.331787,-10116.36035,4244.493652,-1155.485596,-963.1069946,4469.919434,Site0006,10/18/2005 23:07:40.5540
,,,0.05105496,2549.113525,-10203.14258,3996.277588,-1121.066772,-976.5684814,4494.405273,Site0006,10/18/2005 23:07:40.5540
,,,0.051185203,2723.199219,-10302.32227,3772.883301,-1075.584961,-987.5823975,4502.975586,Site0006,10/18/2005 23:07:40.5540
,,,0.051315445,2947.023926,-10351.91211,3524.667236,-1016.581421,-998.5963135,4491.957031,Site0006,10/18/2005 23:07:40.5540
,,,0.051445687,3195.718018,-10376.70801,3301.272705,-947.7440186,-1004.71521,4456.452148,Site0006,10/18/2005 23:07:40.5540
,,,0.051575929,3469.28125,-10376.70801,3102.699951,-872.760376,-1008.386475,4385.442871,Site0006,10/18/2005 23:07:40.5540
,,,0.051706172,3780.148926,-10389.10547,2854.483887,-789.1720581,-1009.610291,4245.872559,Site0006,10/18/2005 23:07:40.5540
,,,0.051836414,4041.277588,-10364.30957,2643.500488,-701.8959961,-1003.491394,3917.76001,Site0006,10/18/2005 23:07:40.5540
